"_type","additionalrooms","age","amenitiesavailable","amenitiesnot","area","balconies","bathroom","bhk","carpetarea","facing","floor","locality","neworold","opensides","overlooking","ownership","possesiondate","price","pricepersquare","projectname","roadfaceing","status","totalfloor"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","","864 sq ft","1","2","2 BHK Apartment ","606 sq ft","East","2, ","Hinjewadi","New","1","Corner, Garden View, Pool View, Road View","Freehold","Dec 2019","4842000","₹ 5,604/ sq ft ","Saheel Itrend Homes","40 feet","Under Construction","21"
"dict","","6 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Maintenance Staff,Landscaped Gardens,ATM,Wardrobe,Wifi","Swimming Pool,Sports Facility,Jogging Track,AC,TV,Refrigerator,Sofa,Dining Table,Gas connection,BED","950 sq ft","","2","2 BHK Apartment ","","NorthEast","3, ","Dhanori","Resale","2","Corner, Garden View","Freehold","","5500000","₹ 5,789/ sq ft ","Atria Society","30 feet","Ready to move,Semi-Furnished","5"
"dict","","","Lift Available,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Landscaped Gardens","AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","650 sq ft","1","1","1 BHK Apartment ","481 sq ft","","4, ","Kharadi","New","2","Corner, Garden View, Pool View, Road View","Freehold","Nov 2019","4850000","₹ 7,461/ sq ft ","Duville Estates Riverdale Heights","30 feet","Under Construction","23"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Indoor Games,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","Swimming Pool,Sports Facility,Jogging Track","1,015 sq ft","","2","2 BHK Apartment ","752 sq ft","","","Mundhwa","New","","","","Jun 2018","5100000","₹ 5,024/ sq ft ","PGD Pinnacle","","Under Construction",""
"dict","","9 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Maintenance Staff,Intercom,Rain Water Harvesting,AC,Wardrobe,TV,BED","Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,400 sq ft","2","2","2 BHK Apartment ","836 sq ft","NorthEast","10, ","Wanowrie","Resale","","Road View","Co-Operative Society","","7500000","₹ 5,357/ sq ft ","BK Jhala and Associates Kapil Woodrow Estate","30 feet","Ready to move,Semi-Furnished","11"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Landscaped Gardens","Club House,Sports Facility","873 sq ft","2","2","2 BHK Apartment ","","East","3, ","Wakad","New","","Road View, Garden View","Freehold","","4809000","₹ 5,508/ sq ft ","","","Ready to move","12"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens","Sports Facility","700 sq ft","1","1","1 BHK Apartment ","","East","9, ","Punawale","New","","Road View","Freehold","","3900000","₹ 5,571/ sq ft ","","","Ready to move","16"
"dict","","4 years","Lift Available,Car Parking,Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Multipurpose Room","24 X 7 Security,Sports Facility,Landscaped Gardens","750 sq ft","1","1","1 BHK Independent Floor ","650 sq ft","East","2, ","Wadgaon Sheri","Resale","2","Corner, Garden View, Road View","Co-Operative Society","","3300000","₹ 4,400/ sq ft ","Karan Rhea","20 feet","Ready to move,Unfurnished","5"
"dict","1 rooms( pooja room )","10 - 11 years","","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","600 sq ft","1","1","1 BHK Apartment ","","East","2, ","Kalyani Nagar","Resale","","Garden View","Freehold","","6000000","₹ 10,000/ sq ft ","","","Ready to move,Unfurnished","7"
"dict","","","Lift Available,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Rain Water Harvesting,Wardrobe","Power Backup,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","928 sq ft","","2","2 BHK Apartment ","688 sq ft","West","1, ","Ravet","New","1","","Freehold","Mar 2019","5500000","₹ 5,926/ sq ft ","Runal Gateway Phase 1","25 feet","Under Construction","10"
"dict","","1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","","1,443 sq ft","2","2","3 BHK Apartment ","","East","9, ","Kharadi","Resale","3","","Freehold","","13000000","₹ 9,009/ sq ft ","Pashankar Yin Yang","60 feet","Ready to move,Unfurnished","12"
"dict","","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","","1,190 sq ft","1","2","2 BHK Apartment ","914 sq ft","East","3, ","Hinjewadi","New","1","Garden View, Pool View, Road View","Freehold","","8011000","₹ 6,731/ sq ft ","Kasturi Eon Homes","35 feet","Ready to move","21"
"dict","","11 - 12 years","Lift Available,Car Parking,Maintenance Staff,Staff Quarter","Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","625 sq ft","","2","2 BHK Apartment ","","West","5, ","Manik Baug","Resale","1","Corner","Freehold","","3000000","₹ 4,800/ sq ft ","","","Ready to move,Unfurnished","5"
"dict","","10 - 11 years","Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Landscaped Gardens","Lift Available,Sports Facility","2,000 sq ft","1","3","3 BHK Independent House ","1975 sq ft","East","Gr ","Wagholi","Resale","","","Freehold","","10000000","₹ 5,000/ sq ft ","Bhandari Chrrysalis","","Ready to move,Unfurnished","2"
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Landscaped Gardens,Wifi,Gas connection","Children's play area,Club House,Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,BED","1,040 sq ft","","2","2 BHK Apartment ","","West","8, ","NIBM Annex Mohammadwadi","Resale","2","Corner, Garden View, Pool View, Road View","Freehold","","5000000","₹ 4,807/ sq ft ","Gemini Park Avenue","25 feet","Ready to move,Unfurnished","11"
"dict","","12 years","","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","725 sq ft","1","1","2 BHK Apartment ","","","1, ","Pimple Gurav","Resale","","Road View","Freehold","","4500000","₹ 6,206/ sq ft ","Mayur Mayur Nagari","","Ready to move,Unfurnished","6"
"dict","","3 - 4 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","1,645 sq ft","","","3 BHK Apartment ","","","Gr","Hadapsar","New","","","","","10692500","₹ 6,500/ sq ft ","Marvel Azure","","Ready to move",""
"dict","","2 - 3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","6,100 sq ft","","","5 BHK Apartment ","","","Gr","Kalyani Nagar","New","","","","","152500000","₹ 25,000/ sq ft ","Panchshil Trump Towers","","Ready to move",""
"dict","","2 - 3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","2,584 sq ft","","","4 BHK Apartment ","","","Gr","Kharadi","New","","","","","21964000","₹ 8,500/ sq ft ","Panchshil Eon Waterfront","","Ready to move",""
"dict","","4 - 5 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","4,285 sq ft","","","3 BHK Villa ","","","Gr","Wagholi","New","","","","","18082700","₹ 4,220/ sq ft ","Kolte Patil Ivy Villa","","Ready to move",""
"dict","","4 - 5 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","4,285 sq ft","","","4 BHK Villa ","","","Gr","Wagholi","New","","","","","20000000","₹ 4,667/ sq ft ","Kolte Patil Ivy Villa","","Ready to move",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,249 sq ft","1","3","3 BHK Apartment ","","West","6, ","Wakad","New","","Garden View","Freehold","","7800000","₹ 6,244/ sq ft ","","60 feet","Ready to move","12"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Landscaped Gardens","Sports Facility","916 sq ft","1","2","2 BHK Apartment ","","West","4, ","Wakad","New","","Pool View, Garden View","Freehold","","5535000","₹ 6,042/ sq ft ","","","Ready to move","11"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","","1,050 sq ft","1","2","2 BHK Apartment ","750 sq ft","East","2, ","Baner","New","1","Garden View, Pool View, Road View","Freehold","Jun 2021","6330000","₹ 6,028/ sq ft ","Rohan Leher","35 feet","Under Construction","11"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall","","1,050 sq ft","1","2","2 BHK Apartment ","796 sq ft","East","2, ","Baner","New","1","Garden View, Pool View, Road View","Freehold","Mar 2018","7720000","₹ 7,352/ sq ft ","Atul Westernhills Phase 1","35 feet","Under Construction","13"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall","","1,500 sq ft","1","3","3 BHK Apartment ","1247 sq ft","East","2, ","Baner","New","1","Garden View, Pool View, Road View","Freehold","Mar 2018","13500000","₹ 9,000/ sq ft ","Atul Westernhills Phase 1","40 feet","Under Construction","13"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wifi,Gas connection","AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,BED","920 sq ft","","2","2 BHK Apartment ","708 sq ft","North","4, ","Undri","New","2","Corner, Garden View, Pool View, Road View","Freehold","Mar 2020","5400000","₹ 5,869/ sq ft ","Godrej Prana","","Under Construction","14"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,ATM","","1,363 sq ft","3","3","3 BHK Apartment ","1049 sq ft","East","6, ","Kharadi","New","2","Corner, Garden View, Pool View","Freehold","Dec 2018","8200000","₹ 6,016/ sq ft ","Gaurdian Eastern Meadows","","Under Construction","11"
"dict","","11 - 12 years","Car Parking,24 X 7 Security,Vaastu Compliant,Jogging Track","Lift Available,Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","840 sq ft","","2","2 BHK Apartment ","","North","2","Koregaon Park","Resale","","","Freehold","","8000000","₹ 9,523/ sq ft ","","","Ready to move,Furnished",""
"dict","","11 - 12 years","Lift Available,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","552 sq ft","","1","1 BHK Apartment ","","NorthEast","4","Kalyani Nagar","Resale","","","Freehold","","5000000","₹ 9,057/ sq ft ","","","Ready to move,Furnished",""
"dict","","11 - 12 years","Car Parking,24 X 7 Security,Vaastu Compliant","Lift Available,Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","2,400 sq ft","","4","4 BHK Villa ","","","Gr","Viman Nagar","Resale","","","Freehold","","14500000","₹ 6,041/ sq ft ","","","Ready to move,Semi-Furnished",""
"dict","","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Swimming Pool,Jogging Track,Intercom,Multipurpose Room,Landscaped Gardens","Gymnasium,Sports Facility","975 sq ft","2","2","2 BHK Apartment ","790 sq ft","West","7, ","Wakad","New","2","Garden View, Pool View, Road View","Co-Operative Society","","6500000","₹ 6,666/ sq ft ","Vitthal Bhuvi","40 feet","Ready to move","12"
"dict","","3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Jogging Track,Rain Water Harvesting,Landscaped Gardens,Wifi","Swimming Pool,Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,Gas connection,BED","569 sq ft","1","1","1 BHK Apartment ","","East","2, ","Lohegaon","Resale","2","Garden View","Leasehol","","2650000","₹ 4,657/ sq ft ","Windsor Swapna Sankul","","Ready to move,Unfurnished","5"
"dict","","","Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Maintenance Staff,Cafeteria,Landscaped Gardens","Lift Available,Sports Facility,Jogging Track","500 sq ft","2","1","1 BHK Apartment ","","East","1, ","Panchgani Wai Road","New","3","Road View, Corner","Co-Operative Society","Dec 2018","2600000","₹ 5,200/ sq ft ","Builder 4s flower valley","30 feet","Under Construction","2"
"dict","","3 years","","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","550 sq ft","1","1","1 BHK Independent Floor ","","","1, ","Pimple Gurav","New","","Road View","","","2550000","₹ 4,636/ sq ft ","Builder Shri Kaleshwari Prasanna","","Ready to move","4"
"dict","","11 - 12 years","Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","3,000 sq ft","","4","4 BHK Villa ","","East","Gr","Koregaon Park","Resale","","","Freehold","","35000000","₹ 11,666/ sq ft ","Ahura Madhuban","","Ready to move,Semi-Furnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Jogging Track,Maintenance Staff,Rain Water Harvesting,Landscaped Gardens","Club House,Gymnasium,Swimming Pool,Sports Facility","1,122 sq ft","","2","2 BHK Apartment ","","NorthEast","3","Kharadi","Resale","","","Freehold","","5750000","₹ 5,124/ sq ft ","Aarav Castles","","Ready to move,Unfurnished",""
"dict","","6 - 7 years","Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","2,000 sq ft","","2","2 BHK Villa ","","North","Gr","Wagholi","Resale","","","Freehold","","11000000","₹ 5,500/ sq ft ","","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","1,456 sq ft","","3","3 BHK Apartment ","","NorthEast","6","Kharadi","Resale","","","Freehold","","7800000","₹ 5,357/ sq ft ","Goel Ganga Constella","","Ready to move,Unfurnished",""
